#Tartu_image.jfif#
'two_way', 1115, 154, 1034, 69, 2.1334975425655527
'two_way', 1034, 69, 1014, 81, 0.4237557507250549
'two_way', 1014, 81, 912, 20, 2.1596642784593816
'two_way', 912, 20, 857, 107, 1.8703764760776114
'two_way', 875, 239, 902, 213, 0.6810619870143678
'two_way', 977, 128, 944, 104, 0.741390850325139
'two_way', 944, 104, 923, 105, 0.3819616586724122
'two_way', 923, 105, 909, 138, 0.6514426956901037
'two_way', 909, 138, 857, 107, 1.100093188203037
'two_way', 902, 213, 941, 249, 0.9645349591975091
'two_way', 941, 249, 1006, 178, 1.749173609124948
'two_way', 902, 213, 968, 143, 1.7482650419064123
'two_way', 968, 143, 977, 128, 0.31781681304379117
'two_way', 1006, 178, 968, 143, 0.9387316501910951
'two_way', 1006, 178, 1051, 219, 1.1062714452890798
'two_way', 1051, 219, 1115, 154, 1.6575900334965485
'two_way', 1115, 154, 1213, 254, 2.5441699253436934
'two_way', 1364, 411, 1362, 448, 0.6732483089349607
'two_way', 1079, 503, 1048, 536, 0.8227984731059386
'two_way', 904, 662, 792, 542, 2.982826178452734
'two_way', 792, 542, 763, 487, 1.1298941929710082
'two_way', 763, 487, 717, 360, 2.454403484152366
'two_way', 656, 149, 662, 103, 0.8429686653574312
'two_way', 662, 103, 628, 136, 0.8609582962844383
'two_way', 628, 136, 656, 149, 0.5609494007239471
'two_way', 662, 103, 708, 6, 1.9506938181961682
'two_way', 514, 205, 426, 240, 1.7208263119066338
'two_way', 426, 240, 403, 253, 0.48008691827426886
'two_way', 403, 253, 325, 358, 2.376811843689416
'two_way', 221, 327, 258, 241, 1.7012012599862625
'two_way', 258, 241, 285, 184, 1.146066689460944
'two_way', 285, 184, 338, 164, 1.029406658600959
'two_way', 338, 164, 392, 142, 1.0595710902563444
'two_way', 392, 142, 354, 99, 1.0426717399915801
'two_way', 354, 99, 322, 79, 0.6857865365507535
'two_way', 322, 79, 302, 59, 0.5138856188037974
'two_way', 302, 59, 277, 37, 0.6051057675447825
'two_way', 277, 37, 237, 2, 0.9658069533034592
'two_way', 277, 37, 305, 11, 0.6943270684049893
'two_way', 302, 59, 317, 39, 0.4542836092678547
'two_way', 354, 99, 397, 46, 1.2401942533012436
'two_way', 322, 79, 259, 123, 1.3962861014456782
'two_way', 259, 123, 198, 87, 1.287076321777686
'two_way', 137, 95, 206, 161, 1.7349999605157906
'two_way', 206, 161, 195, 182, 0.4308425750296334
'two_way', 195, 182, 258, 241, 1.5683687326363418
'two_way', 221, 327, 153, 252, 1.8396669040911044
'two_way', 153, 252, 123, 217, 0.8376989754899241
'two_way', 123, 217, 47, 140, 1.9659577474675682
'two_way', 44, 284, 221, 327, 3.3099103771255898
'two_way', 221, 327, 202, 371, 0.8709525356883311
'two_way', 202, 371, 144, 414, 1.3119710635655646
'two_way', 144, 414, 128, 434, 0.46536812933399047
'two_way', 128, 434, 45, 422, 1.523848938928092
'two_way', 128, 434, 152, 442, 0.459735012579069
'two_way', 152, 442, 179, 430, 0.5369632261546043
'two_way', 179, 430, 260, 378, 1.7489918956812407
'two_way', 260, 378, 266, 414, 0.6632540695310679
'two_way', 266, 414, 300, 422, 0.6347250588690466
'two_way', 300, 422, 325, 358, 1.248553071711772
'two_way', 325, 358, 369, 389, 0.9779817540318377
'two_way', 369, 389, 413, 427, 1.056481961713323
'two_way', 413, 427, 504, 369, 1.9608697710437681
'two_way', 504, 369, 485, 329, 0.8046271287352244
'two_way', 485, 329, 472, 301, 0.5609494007239471
'two_way', 472, 301, 369, 389, 2.461672021900651
'two_way', 463, 294, 472, 301, 0.20715332582614177
'two_way', 463, 294, 426, 240, 1.1894962025069509
'two_way', 463, 294, 541, 268, 1.4940479341601207
'two_way', 541, 268, 514, 205, 1.2454639431687504
'two_way', 561, 187, 577, 223, 0.7159509682061391
